matchId,gameVersion,gameEndTimestamp,gameDuration,blueWin,blueBan,redBan,blueChampIds,redChampIds,blueChampNames,redChampNames,blueLanes,redLanes,puuids,riotIds
KR_7366285205,14.22.633.1362,1731568497531,1418,True,"[104, 96, -1, 72, 119]","[555, 7, 61, 60, 23]","[68, 234, 910, 429, 888]","[887, 76, 80, 42, 78]","['Rumble', 'Viego', 'Hwei', 'Kalista', 'Renata']","['Gwen', 'Nidalee', 'Pantheon', 'Corki', 'Poppy']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['MB8QJdUeuA9Oden5yVbTOuy4ArW2EnAw_FAF6fud63COGMv5wVcOjzm-KDr6G_7HJLUHZc_ZrQzeBg', 'xbaOyFf398ES6uBIDUFcPSVJ0uZdc_Peq74kIEQQyVTp7XuLvEWhIxWASbxpzabWLFBrjgmB1jiA_g', 'UMNd7G0xvmedP97ju2A2h1OXaCqUxm3xoKGcbpzDtBhdEEz03zS5QpOZVxKHYuiQqrg_cJYllTgKWA', 'PwGGIQcGwT_ZdOvalq5rC-WIN7C4Dua_nKB6JepQ7fuIJsfacEueiOohuorVfr4j5M7DVlVn5zl28w', 'L_1-0F-OxtHWvVLpJ4fO6bEsQAdWS0NgnuOwmN3SmprQK-drEUz0m3YuZeO-YpdZvkOw7H0xsD-nOw', 'kajUhedUys_JEYScq__sa9VSPMRoolV7UATrXOHhb0a-bj8nA7I9v76c0lgCAxhDoyLZgIkHLPEy3A', '7MHoTW-V8hPD9rV6NfUD3NXEE4hqJJly03C9CVwdOurRo68mgjaY3D5SnN1l8k7TCykydrBeQVqwAA', '1ZC5yOduSmEhawFd2Cv75myF5UH6E5QRJRcjwUWBjZGgW9VMrT3jAzWFzyoWQi5slM4GkdqG4CAMGw', 'zXh4-itJKIyj648PHnje17IwHZKk4UWFPFlR0mGNiHb0v3f5E2AzClxaO0-0H2TUepTXOEIK3cDAiQ', 'sOr8pHD_AdrPIGn1t48S7hjxczHCGaIPHKHnnykRAAChUoT8wZ-lwWMKgQN6zBR2Qq81zMLeGCTkcQ']","[['그 맛은궁진하다', 'KR1'], ['felisa', 'KR1'], ['길가다가까까사달라고조르는이도윤', 'KR1'], ['매머드의 왕', '맘모스'], ['플택123', 'KR1'], ['mistake', 'yaha'], ['叫我韩立', 'Dybal'], ['수완이', 'KR2'], ['桜満 集', '罪惡王冠'], ['Carina', 'today']]"
KR_7356166598,14.22.631.8255,1730913713538,1354,False,"[22, -1, 126, 42, -1]","[246, 30, 164, 96, 893]","[897, 143, 18, 81, 555]","[887, 104, 103, 429, 888]","['KSante', 'Zyra', 'Tristana', 'Ezreal', 'Pyke']","['Gwen', 'Graves', 'Ahri', 'Kalista', 'Renata']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['ejN9v5aU5iIWBa9sPK7Em6wAM97EtFVXr_JIszny5eLT01ogUCpLLb7U2uZFEZr79k8t-u_ZiV22rQ', 'ep2HMrkZUUzNtGZWR0vLOnXtUyyNPuSHECy24CBbGUbsJEJbd3DvsASBpS-xrvUfDx4s1lruhXBJLQ', '1lIfYX_vzvxKwzhiRM4WYQ1WlqlG97N2hbl2oC1-6GALUbwg0CvLew7oivYaSlfPRXq0KyLd8kvP2Q', '8ZJnYBxZJyGKZakYYgx1fhAWuVIibl9vXeUly4ghWXPdn-rRRuVEyOAaGjbbiRZ0g18KezSqMZqNuA', 'KJZI_A0btW37FdCMw3yQMRn9s6fwuFPALo_ujuxScP8WWmxN_rmtBBSdnERrslDQjKEnnIyOcZ9rnQ', 'zQ5OWTIc8AgQZlCBuBDKMcn34b-J6pepsaNOBMt2blL4vcByMka_8h-yp66d5IyOhCaxHu6qoJqosQ', 'odoRxW5vW4vNlKgGP_GowiU7n2SEb-bu51gI01QeEXqRGhDRJEpHFGvtfv16JftLFxkLvZi9DMjWJQ', 'IgQW3OxIKD0hVweGJ0bXgxvijgH4TlOT77W7oPSA8qVPKKHWjrqH75X4gCVo0y98GuTRpS5rk0Kdag', 'J-WCcjYLjShJC5AMBfrBOEaAWzm32hA-k_baqDr9-FwSgztU5zXCPc2sR6zjBMCO8aXFOnLF-WShVQ', 'bejoahyfHbuHO71ARdG81Q5K5zSDSLDx6lZEGKMXHhMAkAqcGlGEmLEw2ABDCjRzYFQNyPQqbJ_7PA']","[['GALA8', '3416'], ['xiaofang', 'qaq'], ['Palette', '2002'], ['어린이즈', 'KR1'], ['태기베어', 'KR2'], ['자신 있는 형', '0728'], ['라쿤99', 'KR1'], ['mid and top', 'KR1'], ['Ghost', '장드래곤준'], ['Nostalgia', 'KR07']]"
KR_7363748843,14.22.633.1362,1731393281089,1659,True,"[893, 429, -1, 96, 76]","[42, 60, -1, 23, 119]","[92, 82, 157, 202, 12]","[58, 143, 18, 145, 57]","['Riven', 'Mordekaiser', 'Yasuo', 'Jhin', 'Alistar']","['Renekton', 'Zyra', 'Tristana', 'Kaisa', 'Maokai']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['XHZn3OdLrFlnoj3KZN67pLLrihFstBElWcQwvtd3hWjvTOXdecSry1JAMLeEhIu4AlnDU5nr79-_ig', 'bRJ09hr12uh407TCMhrJa8N8naX4Uz3kY4c9erAvJdZ0nrp5QzmfVj6F3dWPwi7m4Zi8MCl2jBNc5Q', '8XpWAbQQpUmtoI4KJnR560HKgYtqPKuFYgpUPDPtZbK4h_E8Ll0hdaa1rVvUEocApU0Q80gnbDCn6g', 'u1D0KXUVHNvMX4p6yvx65ysd2MUPCdN7oPytUFzisaN0f-7uZRo2JS5Pne1GDHnF0ZiCM6_-zSX1zg', 'v8rAs53cgwaz1FW6ORQrQmbbD1V7sJED6OyfT6t9wPws5g1b42TCKM3uFZG76bFz64F8Nb14XJTDJQ', 'kajUhedUys_JEYScq__sa9VSPMRoolV7UATrXOHhb0a-bj8nA7I9v76c0lgCAxhDoyLZgIkHLPEy3A', '7MHoTW-V8hPD9rV6NfUD3NXEE4hqJJly03C9CVwdOurRo68mgjaY3D5SnN1l8k7TCykydrBeQVqwAA', 'fBHEjB1ZK5aOFRiJBYOmmOLrJgxN5GqEqIk2REZGVzYHJYlx0_B7tJUwAc9671TyLKWeCb1a43sQ7A', 'QKjUh0RYDy4czEDJ0X511kwve8UNnfCkLQrJ-e3XgJlovkLbO-Fxyftvydgsr_9Y8MhL7YtbyKesog', 'L_1-0F-OxtHWvVLpJ4fO6bEsQAdWS0NgnuOwmN3SmprQK-drEUz0m3YuZeO-YpdZvkOw7H0xsD-nOw']","[['pabo', 'KR0'], ['죄송해요', 'jojo'], ['담 비', 'KR08'], ['May', '0411'], ['KDF Quantum', 'KR12'], ['mistake', 'yaha'], ['叫我韩立', 'Dybal'], ['Co24', 'KR1'], ['DRX LazyFeel', 'rudnf'], ['플택123', 'KR1']]"
KR_7367070295,14.22.633.1362,1731599111167,1887,False,"[121, 39, 202, 555, -1]","[96, 104, 799, 266, 39]","[122, 115, 166, 245, 99]","[54, 62, 69, 81, 412]","['Darius', 'Ziggs', 'Akshan', 'Ekko', 'Lux']","['Malphite', 'MonkeyKing', 'Cassiopeia', 'Ezreal', 'Thresh']","['TOP', 'BOTTOM', 'MIDDLE', 'JUNGLE', 'UTILITY']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['B4Fit5bdCvh0zRGlEO6yDiuAzKdermYVyfuhvnzsyf2ylT2Ed2AKbR0nF6_bwNyXzkDvHjOnnucDFQ', 'HmSs7mePgezyVKSbyEgawm18Sl20uvT5uoLT0t6x8Fj2xHxyJY7cfQtqHDQzgAYdGwwU519XGhWQfA', 'p9VLBzAhKwkdN729Cn6hSCqZ15Mo6IRkceObYfHPJkJUfxWkFidf9dw1ICJCfMtnSPhSuy9TYHfMxw', '2jEOngBzQAmonNlN8Ca8De1sSvVVjOf1HseyJ4ss8YcGGV0UefHaNEhaxiGkoCnSdIl2pRuqVQN00Q', 'nUpShkPbWO3gCUyhtKuVyB-sDwOKSREda54YuuRzJrG51RlALYf2TS1mPjjHCoNJy79pbpsw1giu3A', 'tMchfWHRLmnwDsTy0yXJg4hJQo1vT5PUevfv-abBd27kUj1cTsW-Fp1_B84ghfZxqF0R2D02zTrFcg', 'Wsn_IQkh6Jf5zNvR1lP9b_07Lw3JBgdjGF7LfpzjcmPGlYoBWkQrbAz7ayxsr93aL8wd_fz9YjAkoA', 'pGT-gw3hLtsHZguAL-nKYWvNzgiv3jOoWrQ80tRS44zDkcyybjGoUNJckZZZ5miOKgZoB_8Gz4-Yog', 'r75BKNqcAWMmF2Ec1VfM-_kw_jwryMB_K01SXJ7lH7HRFWJM-cwVmQh-sDqqKEkWl-fPhQ1WlOL8Pw', 'nGiTsg5kdwh513HVBSk3CtJvbqDwbrBWqP0Q-MsKcTvOL37fMIw8A3KkhWjP3kHRQHl65pp2f_rqPw']","[['닥치고 기도나 해', '0801'], ['soop 라쿤99', '치지직'], ['미카엘', '0929'], ['부리부리대마왕', '6197'], ['김토미', '사랑해뻥봉'], ['고JOHN파', 'LCS'], ['차갑던어느날', 'KR1'], ['서폿은 딜러여', 'KR1'], ['정의의 포돌이', 'KR1'], ['개조심', 'LCS']]"
KR_7348551285,14.21.630.3012,1730433362482,1882,False,"[51, 104, 157, 58, 555]","[22, 246, 30, 120, 104]","[24, 80, 4, 42, 526]","[897, 5, 126, 910, 12]","['Jax', 'Pantheon', 'TwistedFate', 'Corki', 'Rell']","['KSante', 'XinZhao', 'Jayce', 'Hwei', 'Alistar']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['HMv0Lrbdk_-sR_shh60YdZquQ2WyDQ2grtXWTdC6IffmpB8_9LtzZonNtoxiIsDHMRhMg1k5SjFDGg', 'LJKkxauR_-Ix984wjQKkA0PTl7pXvQxpRNs12tqNhRr1mqhZmSIW1ENFnARSZCyqsVxS56EDrdFh5A', 'yI4tUey6JJwk_HXVxcaUYwpCNVKubYgbaQTdFxBUJhtmEjujN6lZBShRHPFhqXIMIWL0GTeaQoxGXg', '6TThV5g0ZM3E6S_GBbeCw0uaqWB0d5HJYJaXDiDum8LdiRNmTLOeTMc9x8CaKbMhZskRCumEdmUZcA', 'xx34RywhzN9d7BzBOJLPHs406UHV_yV8Bm0T6dIdcTX7pHJ6BgsFA9zjpL2I3Qnoz5PneAP6vxsOCQ', 'TOm5H66jtEizzrPRVlqjt9NrqCUQudpdY9RG1UHDoDlrEQ5Cz3DnWpt6NT2XLDq8JhR7QnZSpu1s9w', 'LFjNF2jeIj1QeKB5Zc3ex0hZjpOPSjPk7-FzJWjK82lmmzjK1onqQEWbv5vgiMPUVqJtvucQbDMS3w', 'TiyHC89vHfYdvJxPW0rzlVRSm6FkJgR2E2eTGiRsVggF0G18QqMvjVyeGUDLo6dDFNy56xUPaOepKg', 'crCZHAyBxSgfy7ZE4l224aSFBtjgr2NuusCnXILev3PrRznvs2mCNFDLTuKa_leNzRGA6iQx3WRTQg', 'wXFPKqmP3Wa0vnjdHBe2GXz9gmL0Dm6Z3-AJK_JUx0xDy3aP7nfKf1gyLk--1C4sZJ1PZurnWihkcg']","[['그냥 칼', '부캐임'], ['oooo', 'mkbk'], ['쵸비그림자1', '1111'], ['양희제', 'KR1'], ['월요병가', 'KR1'], ['Kirito', 'FFFF1'], ['melocotón', '258'], ['xannv', 'NNN'], ['asdadelrx', 'KR1'], ['세계평화를축원하다', '5905']]"
KR_7363816567,14.22.633.1362,1731398264409,2271,False,"[-1, 555, 96, -1, 30]","[96, 157, 893, 150, 777]","[799, 234, 268, 22, 432]","[79, 143, 18, 42, 526]","['Ambessa', 'Viego', 'Azir', 'Ashe', 'Bard']","['Gragas', 'Zyra', 'Tristana', 'Corki', 'Rell']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['RybA4-ishoLw00jLz2eVnuGt2hvBc-08WsHxXoR1PN1SNyorTvN5KaWHrvz-4UzT_fMObOH16-mfuw', 'CtIkKatVhiWLVm4Uw4eWcdWCjQGP0qkTHSV31PFv11l791qXP7Y4EVpxrLIPRzdWf8I1VkCEXz9AJQ', 'UHE3NKhjofmqWB0DRTt70lnwlmtiEWxud80WZkHIIh4MnWFnb7i2UxNAuDai-AFkZ-YHuQqlCVnpiA', 'Hsi1VlY4d1cdGwFHN1cac4hqIaY3SNQM4YVrCHKex7O22dh1Sr0EahYDdVGcewVbnzN8wZExI61F1Q', '3mxmq9tDiai7BqnOr505ri65BcSF6d00R4lTldVNTK8bISJs1dVgpqzkjxxVndwKF6LQcxLyeq6A6A', '8Krc1uyYi5iYrPnGrLXieMYoxkg97HptJbgwMnWKMtGvQJZCXl1W7I9fj4vLPXomPVtpVAigXniVJQ', 'zesAje9ggwL3RuLLtOXNW17pvskM7tCo9nOZRG0auterKZxfircDYZ7G6rgtelL-B1khXHpdCMh3AQ', 'C24CVcC6dIG20naJL8won8Ed76RKeCjt0LGIIe0uzmWyVvn18k5VPlcPKKTK2yrp7XJ3FTsrHAs9iw', 'Xd3xfNABRtLZo0De-9XHsyMi2KsiojzG8lhVRFAOGTe2ugPd6rn2H5MDKlMiSgBAoZzAsOYQLaHBNg', 'C-PatUnrd56KbNU-Hi2ECo9ifB2Jxg_9n_Yczutt53x_avfg4QxkUNQI9MSp9xwoQISNhKOYIQjoJA']","[['FA ADC', '06adc'], ['tiphat', 'KR2'], ['Loki', 'kr3'], ['DYT0907', 'KR1'], ['닉 와일드', '주디 홉스'], ['광광우럮따', 'KR1'], ['강찬밥', '그릇KR'], ['CCCZZZA', '4444'], ['239476', '000'], ['Xbear7', '777']]"
KR_7366220974,14.22.633.1362,1731565195251,1332,True,"[51, 238, 893, -1, -1]","[104, 22, 42, 893, 7]","[114, 64, 101, 96, 518]","[19, 234, 13, 910, 526]","['Fiora', 'LeeSin', 'Xerath', 'KogMaw', 'Neeko']","['Warwick', 'Viego', 'Ryze', 'Hwei', 'Rell']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['E5H6YtyWaWBLvQHtyy46AVyGeijGQhTEDa7nIoFjszGKNz6iNheaEpgDPJlse86dThSRX1fiUnAZsg', 'XaiTlExVWwaYWLVKsRxQntxDcdlN5_M1hG0D9QQH4nYeQYeqTOEQQRwjWRGIiSuHs8sKrSloM2cIIQ', 'k1ywqvmf9HVyjFLiVPFy7MLeXQ83Kze9h77zARnbTf8bFZFHiBtlpTyIjMmqlrfGaVStlma8oIkxzg', 'dCeQA9hXPUYFReqeQHDHPAfNW5Ix280OfCIX9y22fYW8VizyV6sgOW0KmXcOZmrHh36ssK0QDbwGsg', 'OLYbNG11ufFMDJT--kfr-hRc4Zke7C4IVH7rhs4zL5EvKxuHhap7asinvOi_TGrB3x2JX7jzfubpfA', '6iU2T4ZxN-Qwpt2nKjykzWA-_LykBK3ZJfBYJw4INfpt2sBOF-79o10IifqPDOa5HKXVEQOKMtENrQ', 'ySkNzrn0Zwg6yWKg4QaMz5nx7Q-rDNamimdsL8I0Y02XPeuXeQkxC_0-Y4ftdiUqWzckWYi9T7LJzQ', '7nn9z8QY-tun1KGOo4uDlIK9BYwwCAtZKn_t62JIeAdMfwlLAC8iKjYg931vBCspNQ6lcWdgFwNjcw', 'Q5kcrNjRZPeL4o9xLeZxStv6xWHEnqFH22kApi8TK5EjLKiF3GNrPUklvCXG_B0ICco-UOrhz3V1mg', 'eBD-__XP55xSoVBXHQg_zQ1G8kvGaP4G2cK8mFRx3EPN0TbyaWJtK68SVieVca4aCFYWlJCT7Hpzjw']","[['xiaonanshan', '666'], ['Shylie', 'KR1'], ['gaubeo202', 'KR1'], ['매화수', '하이트'], ['IGqq645935620', '7355'], ['마인크래트프', '세체뽀'], ['Swamp', 'KR3'], ['시다림', 'V H'], ['是缘总会圆', 'yue'], ['쨩이나', '고번임']]"
KR_7361198834,14.22.633.1362,1731223110145,1697,True,"[897, 267, 96, 7, 893]","[22, 103, 106, -1, 104]","[777, 143, 91, 50, 497]","[126, 77, 134, 145, 555]","['Yone', 'Zyra', 'Talon', 'Swain', 'Rakan']","['Jayce', 'Udyr', 'Syndra', 'Kaisa', 'Pyke']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['ZKt9dQ6TA7ds5VD5Oqvm3PUtBrTDwruQD6jvMxE-2z1FyZRDeGvupqarYgH4nkNMGsAtRL-p-qIkfA', 'Pf_W834SguUQf5f8oKg84WyYALxmmlyg4ItG9_k6UXCvlAiYyHCpR3l2EWTzY7PKU09N0zs78gUgGQ', 'RVFiSiM2yOLes5lakZszhQQ9RypyA0GoeVXPhQArqKvUo_Lw9OAy8BX0WYLy625Zn5ixhEfNDj0wxQ', 'Te7q1vznJbRnjB_EhRXmJ_TE-C-yp89-yfWR284JF8olnm1CkeR_3x_ZpAXFOy0DzPncgcqFwhluEA', 'nF_AukmjMd0nBCxZorHUGVsZ2X7v0sbONbDYFsw6GzpdcrcfVfQcZukazt6EQ8CLLkec_tLAP7O0cQ', 'TbFlhSku4kYAaJhgeyM_Cmy5R4wdmJDvQ2p-IRsVTULCf1q1rkWqGZ8oqZZSUgXu8t4oJcrwt7i13g', '_YmsSpQuG35sbpt419CwunJSiLimuhRBgVjW4dxnCNfvE_39AmEdQIFakdAW9-85MbfbVtY_Zh5anQ', '0AGLLSNywzPSWMCPAwE_EMQpEkTrNd-zDkczSL7n9L6cyWQ9wyP_BkYJRcWCs-C6DWwvqlDah3xvzw', 'mCWgaS4kPCA-M4uJnMLfLsY5e7k0XgOwS8xM1KhMoQubs51e2hg-8KJ7WYeTjId5OyF-xuMFnMDZJg', '1JSaZI9r5e-QZNxslK_Wvvm-yqjkQ2HE2LQMFa6voPAtE595j6zd8VfPppz7o3DprfGCbTWxoLqItg']","[['DhSelected', '99999'], ['따개비루', 'Toye'], ['미 서', '1017'], ['AAAwendyAAA', 'zypp'], ['過猶不及', 'zz1'], ['뚜기뚜기오뚜기', '밥먹자'], ['두려워배알', '6894'], ['므라기', 'KR1'], ['위너팀 피오라', 'KR2'], ['Oasis', 'KR00']]"
KR_7367717380,14.22.635.4945,1731658926891,1861,False,"[60, -1, 555, 3, 76]","[-1, 72, 42, 78, 893]","[54, 143, 126, 110, 235]","[897, 104, 245, 96, 526]","['Malphite', 'Zyra', 'Jayce', 'Varus', 'Senna']","['KSante', 'Graves', 'Ekko', 'KogMaw', 'Rell']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['At4CMUXp7q4RBpxGPkMj_JRfMNEjVzeWhhpO-iKOx8Z6CqkcJMPT6FSkoHwBQxd3HLNNc14kuOfVLg', '7MHoTW-V8hPD9rV6NfUD3NXEE4hqJJly03C9CVwdOurRo68mgjaY3D5SnN1l8k7TCykydrBeQVqwAA', 'Zg3cB0NeTUsG_DWldKuwq2rbLYVAMgI4MH-Pz-Bjmf2TMtD2IOP68IsuANcQDEWdmZJMpj0jdiObSA', 'Atc60Uo7iOYQ1x6HLk7yVnk1vrY-g0HOXc0DIOgUSpd3VFmbIDSdlketURRNBTZ0upI2fmBotmbMeQ', 'KJZI_A0btW37FdCMw3yQMRn9s6fwuFPALo_ujuxScP8WWmxN_rmtBBSdnERrslDQjKEnnIyOcZ9rnQ', 'QPr0JKEH61XhDfDnlGW11JTqDMm_YFDs733lQzk5pfhbojl_l5SRZrE3rIGY-m9sNQSZJlk_RNjmwg', '85AXdvY8uOZ_kgmdu3ZArhty12_zUCB5kvKhe9mG0WdoL-EJuwhsJtDid4E_PCIPdwtdZbYcTGxrxQ', 'CrD8beZTh5Vw87cX2cGxj1miQFLjfy4NHU_9k5zVnCZ509o8Asdhksn_yO3QbKavMDvIt5HHLcj5Hw', 'dCeQA9hXPUYFReqeQHDHPAfNW5Ix280OfCIX9y22fYW8VizyV6sgOW0KmXcOZmrHh36ssK0QDbwGsg', 'JYr_7yoJwsc7rVEz4TCvPEfugOZrgO0pQXHcutec9fZvyyJoeEj8J0wkTmb2ojTwUFuzafshHs8PUg']","[['ieada', 'KR1'], ['叫我韩立', 'Dybal'], ['1qwe', '111'], ['Yaozy', 'KR1'], ['태기베어', 'KR2'], ['간디도롤하면폭력', '레문123'], ['xiaozhou', 'cn1'], ['我心里危险的东西', 'Tiga'], ['매화수', '하이트'], ['僵尸小鬼', '77777']]"
KR_7365846684,14.22.633.1362,1731517335805,1844,True,"[143, 96, -1, 893, 526]","[22, 893, 104, -1, 24]","[68, 234, 910, 42, 497]","[164, 72, 13, 145, 555]","['Rumble', 'Viego', 'Hwei', 'Corki', 'Rakan']","['Camille', 'Skarner', 'Ryze', 'Kaisa', 'Pyke']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['1GlHQDzJ8A6gK8J5kUkxRNcVJqSl6dmTDvjg3OR516Bvzzoh1l1qPXRo8KzYLUxm9_m5TUxRpEiJrg', 'Vm884Xdh1h2tB--LgiHane5gW0UINcfm5CUkwzTWWYMynDdck5U6EeBAPjX6skn5FqKEDl1KNO3-pg', 'oz73d18AfTBG2vtZN6D5BQODH0bxhto45fcIanK23CY4fj1r3KEKduvgdpkzurnjz5ifu4L2NbbPLg', '2T_wt-LFl5fMa3wRYsNAkJOYHDP-lcS41IsbmqfbzqLna30tYD0wge3ij_TenHsfXqVxeIbum2i-bg', 'fNVsR8CMWLsOY0ZSatQIEGqQwbC9BfSs9-Jm6E2h9XkUuWj_GUl4SHNWBCcDo58wpYuoBE1tNZ6kfw', '7iBMbMQfwZQU18ZRZ8EaBI7XMNq5QKXq1qhnd-jWUi-wddonHp4IN58tEoYV7J5VbsUo1aAgkfeQDw', 'XuBM8zQs5i67U5IdbQdEHJM7eqnvOrH_HlMGHGxEbb973whKA9FWKz1M6Sys7gVnvRwo0sGdMVeWtQ', 'ayeTPJF7uPl76h8dzrp44dDpcdmJrKaeDiyr4wCmEDIjjX7_yv-9Bmbf-A3vKiOvzTgOEZogPnfMkg', 'ggLIfo-N5OzxG1boLhi0AYVXgwzhdy3V-YeCW17EZkgIFfFEMAPXkC6Ddluys_aj-fjJKwPGMHCsVA', 'Qww7D7wH6eG6n0EDpQO1a5O7j_vdNCadMWAniG-GFQ6zFcONO9JX0OOk7-Db4J3AChjuvr-3qIWOTg']","[['Casting', 'KR11'], ['zhang wen zi', 'KR1'], ['Qian', 'Virgo'], ['无人扶我青云志', '我自踏雪至'], ['日益澄明', 'TES'], ['抖音四条A', '卑以自牧'], ['복실복실 김유준', 'KR007'], ['朵漫漫', '26119'], ['41boy8thang', 'KR2'], ['Green', 'KR33']]"
KR_7364289433,14.22.633.1362,1731418172298,988,True,"[30, 7, 42, 893, 150]","[114, 7, 42, 22, 64]","[79, 154, 246, 523, 497]","[799, 91, 711, 96, 526]","['Gragas', 'Zac', 'Qiyana', 'Aphelios', 'Rakan']","['Ambessa', 'Talon', 'Vex', 'KogMaw', 'Rell']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['8Krc1uyYi5iYrPnGrLXieMYoxkg97HptJbgwMnWKMtGvQJZCXl1W7I9fj4vLPXomPVtpVAigXniVJQ', 'MGruGEYN2oGcutynRXxa-Z_hRj9E-y5hc0SZvfBCfG1n_42qbhYH_mEhMvU23nfNLHrCiUURQZZ7pA', '_j96AhTWus6Dm1-Jnz3TO9LaUGFzMCqU8bwsvbDalQMZDRoJUtEIX8asakdKPxn1PmUcK1qjrWTkdA', 'hS6NXEtZShKuSM0p7vqHJkS9EVJ4gUV0WmKcobMx65BOcMbmvKHgdJAwvsNIcTX58RQA1cqg2_KNLQ', 'KJZI_A0btW37FdCMw3yQMRn9s6fwuFPALo_ujuxScP8WWmxN_rmtBBSdnERrslDQjKEnnIyOcZ9rnQ', 'Z1rctfRN2P1Kr1g9vTKGdoBreyZUD4HIOhkMCl-n-B1SuNhl-H4X7mdO1dRuHAUOE62eKiQpJJtx9A', 'HDaxLmbRVXL5hJ5g2vWdqKKyR-UK-Hsi0CG8ZAFm_k-cjPiEPJ8Z_DoYS9lmhOJXVSzEDvvx_16Rlg', '7nn9z8QY-tun1KGOo4uDlIK9BYwwCAtZKn_t62JIeAdMfwlLAC8iKjYg931vBCspNQ6lcWdgFwNjcw', 'rsZ_y-zlMUdB7zr5qt1bpYI8URqW9hDf_g8JCN5GgPpsAqyq3Esv6vBZgIpCjYGy2CuTP1CIMrTYAQ', 'V_gUh5pgKj17l-cTHiS4r238KYsfnbkdimggCWTK6hETUbJYwBGkHTrL15bz3dTqu0Gclbw-q1gtPg']","[['광광우럮따', 'KR1'], ['Zac', 'KR1'], ['Bell', '명 종'], ['wonxadc', 'KR2'], ['태기베어', 'KR2'], ['Hezs', 'myc'], ['Agent J', '0000'], ['시다림', 'V H'], ['remin', 'KR2'], ['박두창', '1965']]"
